Time,Temp,PWM
661,198.8999939,14.26430977
662,199.3000031,13.74744075
663,199.6000061,13.75204393
664,199.8999939,13.61796869
665,200.1999969,13.38614136
666,200.3999939,13.63474962
667,200.6999969,13.16674034
668,200.8999939,13.24916021
669,201.1000061,13.2131761
670,201.3000031,13.09412539
671,201.5,12.91650685
672,201.6000061,13.24676451
673,201.8000031,12.87994583
674,201.8999939,13.07733058
675,202,13.16612556
676,202.1000061,13.17881228
677,202.1999969,13.1381348
678,202.3000031,13.0597696
679,202.3000031,13.50422945
680,202.3999939,13.2621726
681,202.3999939,13.59179931
682,202.5,13.26910326
683,202.5,13.54218711
684,202.6000061,13.17973885
685,202.6000061,13.42482393
686,202.6000061,13.59190619
687,202.6999969,13.15516841
688,202.6999969,13.34800185
689,202.6999969,13.47833578
690,202.6999969,13.56492004
691,202.6000061,14.17009759
692,202.6000061,14.08604519
693,202.6000061,14.02273122
694,202.6000061,13.97393413
695,202.6000061,13.93529887
696,202.6000061,13.90377689
697,202.5,14.42653607
698,202.5,14.28488624
699,202.5,14.18142628
700,202.5,14.10469922
701,202.3999939,14.59598706
702,202.3999939,14.58221081
703,202.3999939,14.41870326
704,202.3000031,14.65681631
705,202.1999969,15.0581541
706,202.1999969,14.83202591
707,202.1000061,15.21916577
708,202.1000061,14.98334801
709,202.1000061,14.81465929
710,202,15.24226278
711,202,15.03486498
712,202,14.88624245
713,202,14.77876262
714,201.8999939,15.24938453
715,201.8999939,15.07227185
716,201.8999939,14.94502111
717,201.8000031,15.4018918
718,201.8000031,15.21540224
719,201.6999969,15.63106175
720,201.6999969,15.41581978
721,201.6000061,15.81144101
722,201.6000061,15.58242122
723,201.5,15.96865398
724,201.5,15.73315769
725,201.5,15.56572723
726,201.3999939,15.99524473
727,201.3999939,15.79021998
728,201.3999939,15.64429181
729,201.3000031,16.08894931
730,201.3000031,15.89477153
731,201.1999969,16.30591031
732,201.1999969,16.08836485
733,201.1999969,15.93401659
734,201.1000061,16.37312443
735,201.1000061,16.17540629
736,201.1000061,16.03510935
737,201.1000061,15.93500724
738,201.1000061,15.86304151
739,201,16.36007312
740,201,16.20299705
741,201,16.09132176
742,201,16.01142703
743,201,15.95377868
744,201,15.94803856
745,200.8999939,16.31066283
746,200.8999939,16.20427555
747,200.8999939,16.12825464
748,200.8000031,16.62270824
749,200.8000031,16.46424874
750,200.8000031,16.35194946
751,200.8000031,16.27196234
752,200.8000031,16.21459371
753,200.8000031,16.17305804
754,200.8000031,16.14260544
755,200.8000031,16.11991099
756,200.8000031,16.10264724
757,200.6999969,16.63848685
758,200.6999969,16.50909299
759,200.5,17.5158318
760,200.1999969,18.86103421
761,199.6000061,21.58813957
762,199.1999969,22.67549915
763,198.8999939,23.07282241
764,198.6999969,22.94161115
765,198.5,22.9440463
766,198.5,21.94185841
767,198.3999939,21.79221181
768,198.3999939,21.18693829
769,198.5,20.21670022
770,198.5,20.04339279
771,198.5,19.92466064
772,198.6000061,19.29482932
773,198.6999969,18.81041634
774,198.8000031,18.42746341
775,198.8999939,18.11552091
776,199,17.85295291
777,199,18.17415352
778,199.1000061,17.85141411
779,199.1999969,17.58110445
780,199.3000031,17.34716283
781,199.3000031,17.68788528
782,199.3000031,17.69190335
783,199.5,17.11722821
784,199.6000061,16.88885665
785,199.6000061,17.23296153
786,199.6999969,16.92530569
787,199.6999969,17.2136626
788,199.8000031,16.86672718
789,199.8999939,16.5782749
790,199.8999939,16.87972989
791,199.8999939,17.0909206
792,199.8999939,17.09149465
793,200,16.69019849
794,200.1000061,16.51892367
795,200.1999969,16.197259
796,200.1999969,16.47494871
797,200.3000031,16.11968523
798,200.3000031,16.37376034
799,200.3999939,16.00187825
800,200.3999939,16.24407136
801,200.5,15.86361586
802,200.5,16.09971217
803,200.5,16.26411856
804,200.5,16.37834202
805,200.6000061,15.90813556
806,200.6000061,16.08123397
807,200.6000061,16.20136962
808,200.6000061,16.28443135
809,200.6000061,16.34154133
810,200.6000061,16.38048508
811,200.6000061,16.40671248
812,200.6000061,16.42403842
813,200.6999969,15.88591529
814,200.6999969,16.01122306
815,200.8000031,15.54843121
816,200.8000031,15.72637545
817,200.8000031,15.72178334
818,200.8000031,15.93440949
819,200.8000031,15.99242735
820,200.8000031,16.03166222
821,200.8000031,16.05774899
822,200.8000031,16.0746321
823,200.8000031,16.08507264
824,200.8000031,16.09100339
825,200.8000031,16.09377728
826,200.8000031,16.09434137
827,200.8000031,16.0933586
828,200.8000031,16.09129303
829,200.8000031,16.08846949
830,200.8000031,16.08511539
831,200.8000031,16.08138988
832,200.8000031,16.07679777
833,200.8000031,16.07281228
834,200.6999969,16.61794668
835,200.6999969,16.41185056
836,200.6999969,16.34958646
837,200.6999969,16.30479618
838,200.6999969,16.27223756
839,200.6999969,16.24824111
840,200.6999969,16.23023817
841,200.6999969,16.2164307
842,200.6000061,16.75477811
843,200.6000061,16.62738869
844,200.6000061,16.53718286
845,200.6000061,16.47300555
846,200.6000061,16.4270482
847,200.6000061,16.39384482
848,200.6000061,16.36956923
849,200.6000061,16.35154308
850,200.6000061,16.33789154
851,200.6000061,16.32730224
852,200.6999969,15.76963843
853,200.6999969,15.88126773
854,200.6999969,15.95820282
855,200.6999969,16.01085196
856,200.6999969,16.04650094
857,200.6999969,16.07024981
858,200.6999969,16.0856686
859,200.6999969,16.09525633
860,200.6999969,16.10076233
861,200.6999969,16.1034111
862,200.6999969,16.10405983
863,200.6999969,16.10330852
864,200.6999969,16.10157718
865,200.6999969,16.09915982
866,200.6999969,16.09626226
867,200.6999969,16.09302854
868,200.6999969,16.08955952
869,200.6999969,16.08592579
870,200.6999969,16.08217675
871,200.6000061,16.62756507
872,200.6000061,16.50510428
873,200.6000061,16.4183485
874,200.6000061,16.35658622
875,200.6000061,16.31231939
876,200.6000061,16.28029938
877,200.6000061,16.25685214
878,200.6000061,16.23940585
879,200.6000061,16.22616021
880,200.6000061,16.21585503
881,200.6000061,16.20760817
882,200.6000061,16.20080214
883,200.6000061,16.19500469
884,200.6000061,16.18991324
885,200.6000061,16.18531599
886,200.6000061,16.18106469
887,200.6000061,16.17705555
888,200.6000061,16.17321591
889,200.6000061,16.16949494
890,200.6000061,16.16585703
891,200.6000061,16.16227726
892,200.5,16.70804006
893,200.5,16.58593683
894,200.5,16.49960356
895,200.5,16.43830925
896,200.3999939,16.94384408
897,200.3999939,16.7937535
898,200.3999939,16.68800128
899,200.3999939,16.61328593
900,200.3999939,0
901,200.3999939,0
902,200.3999939,0
903,200.3999939,0
904,200.3999939,0
905,200.3999939,0
906,200.3000031,0
907,200.3000031,0
908,200.1999969,0
909,200.1000061,0
910,199.8999939,0
911,199.8000031,0
912,199.6999969,0
913,199.5,0
914,199.1999969,0
915,199,0
916,198.8000031,0
917,198.6000061,0
918,198.3999939,0
919,198.1000061,0
920,197.6999969,0
921,197.3999939,0
922,197.1999969,0
923,196.8999939,0
924,196.6000061,0
925,196.1000061,0
926,195.8000031,0
927,195.5,0
928,195.1000061,0
929,194.8000031,0
930,194.5,0
931,194,0
932,194,0
933,193.3000031,0
934,192.8999939,0
935,192.5,0
936,192.5,0
937,191.6999969,0
938,191.3000031,0
939,190.8999939,0
940,190.6000061,0
941,190.1999969,0
942,189.8000031,0
943,189.3000031,0
944,188.8999939,0
945,188.6000061,0
946,188.1999969,0
947,187.8000031,0
948,187.3000031,0
949,186.8999939,0
950,186.6000061,0
951,186.1999969,0
952,185.8000031,0
953,185.3999939,0
954,184.8999939,0
955,184.5,0
956,184.1000061,0
957,183.6999969,0
958,183.3000031,0
959,182.8999939,0
960,182.3999939,0
961,182,0
962,181.6000061,0
963,181.1999969,0
964,180.8000031,0
965,180.3000031,0
966,179.8999939,0
967,179.8999939,0
968,179.1999969,0
969,178.6999969,0
970,178.6999969,0
971,177.8999939,0
972,177.5,0
973,177.1000061,0
974,176.6999969,0
975,176.3999939,0
976,175.8999939,0
977,175.5,0
978,175.1000061,0
979,174.6999969,0
980,174.3000031,0
981,174,0
982,173.5,0
983,173.1000061,0
984,172.6999969,0
985,172.3999939,0
986,172,0
987,171.6000061,0
988,171.1000061,0
989,170.6999969,0
990,170.3999939,0
991,170,0
992,169.6999969,0
993,169.3000031,0
994,168.8000031,0
995,168.3999939,0
996,168.1000061,0
997,167.6999969,0
998,167.3999939,0
999,166.8999939,0
1000,166.5,0
1001,166.1999969,0
1002,165.8999939,0
1003,165.5,0
1004,165.5,0
1005,164.6000061,0
1006,164.3000031,0
1007,163.8999939,0
1008,163.6000061,0
1009,163.3000031,0
1010,162.8999939,0
1011,162.3999939,0
1012,162.1000061,0
1013,161.8000031,0
1014,161.3999939,0
1015,161.1000061,0
1016,160.6000061,0
1017,160.3000031,0
1018,159.8999939,0
1019,159.6000061,0
1020,159.3000031,0
1021,158.8999939,0
1022,158.5,0
1023,158.1999969,0
1024,157.8000031,0
1025,157.5,0
1026,157.1999969,0
1027,156.6999969,0
1028,156.3999939,0
1029,156.1000061,0
1030,155.6999969,0
1031,155.3999939,0
1032,155.1000061,0
1033,154.6999969,0
1034,154.3000031,0
1035,154,0
1036,153.6999969,0
1037,153.3999939,0
1038,153.1000061,0
1039,152.6999969,0
1040,152.3000031,0
1041,152,0
1042,151.6999969,0
1043,151.3999939,0
1044,151.1000061,0
1045,150.6999969,0.134080011
1046,150.3999939,0.427979349
1047,150.1000061,0.771006355
1048,150.1000061,0.770432309
1049,149.8000031,1.148525874
1050,149.1000061,2.399874258
1051,148.8000031,2.751258397
1052,148.3999939,3.686665687
1053,148.1000061,3.978916161
1054,147.8000031,4.324910223
1055,147.5,4.708964622
1056,147.1000061,5.669395934
1057,146.8999939,5.432344387
1058,146.6000061,5.912932276
1059,146.3000031,6.393345581
1060,146,6.874076502
1061,145.8000031,6.8062445
1062,145.3999939,7.956642765
1063,145.1999969,7.855334965
1064,144.8999939,8.434031531
1065,144.6999969,8.436669728
1066,144.5,8.539687638
1067,144.3000031,8.713315749
1068,144,9.486017274
1069,143.8000031,9.626008763
1070,143.6000061,9.826723797
1071,143.3999939,10.07037353
1072,143.1999969,10.34426137
1073,143,10.63973709
1074,142.8999939,10.40145065
1075,142.6999969,10.84212037
1076,142.6000061,10.70590254
1077,142.5,10.6693956
1078,142.3000031,11.25199976
1079,142.1999969,11.21590866
1080,142.1000061,11.25001866
1081,142,11.33360221
1082,141.8999939,11.45191268
1083,141.8000031,11.59462039
